Title,Link,Contents,Date,Summarized
Amazon Prime change coming and more tech news,https://www.cbsnews.com/video/zulily-closing-amazon-prime-video-change-tiktok-passcode-tech-news/,,2023-12-28,
"AI, Elon Musk and 2023's biggest tech stories",https://www.cbsnews.com/video/ai-elon-musk-2023-biggest-tech-stories/,,2023-12-28,
Apple appeals import ban on new Apple Watch,https://www.cbsnews.com/video/apple-appeals-ban-on-u-s-sale-of-its-newest-versions-of-apple-watch/,,2023-12-28,
Apple appeals U.S. ban on watch imports,https://www.cbsnews.com/video/apple-appeals-u-s-ban-on-watch-imports-over-patent-dispute/,,2023-12-28,
Top Netanyahu aide meets with Biden officials,https://www.cbsnews.com/video/top-netanyahu-aide-meets-with-biden-officials/,,2023-12-28,
2023 set to be hottest year on record,https://www.cbsnews.com/video/2023-hottest-year-on-record-meteorologists/,,2023-12-28,
Why scientists are hunting for the oldest ice in Antarctica,https://www.cbsnews.com/news/search-for-oldest-ever-ice-in-antarctica/,"They're braving some of the highest, driest, coldest and windiest conditions on the planet, but American scientists in Antarctica believe the effort is worth it. They're searching for a sample of the oldest ice ever found, which could help us better understand climate change.  The expedition to Antarctica is part of COLDEX, a federally funded collaboration of American universities and science organizations. For the team carrying out this work near the South Pole, it means camping on the ice without showers or flushing toilets for seven weeks. Once researchers collect ice samples, scientists back in the U.S. will examine them for information about what the climate was like hundreds of thousands of years ago.  ""The study of ice has shown us with extreme clarity what humans are doing to the Earth,"" Ed Brook, the director of COLDEX, said. As snow falls it traps in tiny air bubbles from the day it fell. The snow in Antarctica never melts because it's so cold. Ice builds up, layer upon layer, with all those air bubbles inside. Scientists then measure the levels of greenhouse gasses trapped inside those bubbles. That allows them to reconstruct how the climate changed in the distant past.   ""The information that we get, particularly from ice cores, is just so critical to our bedrock understanding of how Earth's climate works,"" Peter Neff, field research director for COLDEX, said.  The oldest existing ice core goes back 800,000 years. Scientists analyzed the ice cores over time, and they show that the amount of carbon dioxide, which is the big driver of climate change, goes up and down.  The level skyrocketed after the Industrial Revolution, then continued to get higher every year, which further warms our planet. COLDEX is funded by the National Science Foundation, which is the primary source of scientific research grants in the United States. The goal is to extend the continuous ice core record beyond 800,000 years ago to 1.5 million years ago, or even further, when the Earth was even warmer than it is now due to higher levels of greenhouse gasses in the atmosphere. ""We don't claim that by going back in time we're necessarily going to see something exactly like what we're seeing now,"" Brook said. ""What we're looking for are all the different ways the system can behave when it's warmer."" Identifying one spot on a massive continent that's likely to have 1.5 million years of perfectly preserved ice layers will take the COLDEX team several years. After the ice is identified, researchers will drill down from the surface to remove the cores. Transport requires climate-controlled packaging to make sure the ice doesn't melt in transit. The canisters first land in the U.S. in Colorado at the National Science Foundation Ice Core Facility. If the mission is successful, that ice will make it back to university labs, including Princeton University, where COLDEX field researcher Sarah Shackleton works. ""I still get like very trapped up in the idea of, like, this little bubble used to be part of the atmosphere 4 million years ago, and then it like kind of got trapped up in the ice sheet, and now it's in New Jersey and we're measuring it,"" she said. American scientists aren't the only ones searching for the oldest ice. Teams from several other countries are also in Antarctica on their own missions with the same goal. European and Australian teams are drilling in different areas of the continent.  The team that discovers the ice first is likely to garner international attention for its work. David Schechter is a national environmental correspondent and the host of ""On the Dot with David Schechter,"" a guided journey to explore how we're changing the earth and earth is changing us.",2023-12-28,"The oldest existing ice core goes back 800,000 years. Identifying one spot on a massive continent that's likely to have 1.5 million years of perfectly preserved ice layers will take the COLDEX team several years. The goal is to extend the continuous ice core record beyond 800"
The James Webb Space Telescope's continued gifts,https://www.cbsnews.com/news/the-james-webb-space-telescopes-continued-gifts/,"The story of Christmas features a miraculous astronomical sight. But this Christmas, we're blessed with an abundance of new miraculous visions from the skies, courtesy of the James Webb Space Telescope, whichlifted off on Christmas Day two years ago ... from Jupiter and its rings (a mere 385 million miles away), to the Carina Nebula (7,500 light-years away), the Phantom Galaxy (32 million light-years away), and the deepest regions of space (13 billion light-years away). In 1989, NASA began thinking about a successor to the Hubble Telescope. The new machine would have massive gold-plated lenses that could detect infrared light ??invisible to our eyes, but capable of passing through dust and gases, 100 times farther into the universe. The Webb would also be much bigger than the Hubble: three stories tall and 70 feet wide, too big to fit into any existing rocket. NASA's solution? Fold it up. Scott Willoughby oversaw the Webb's construction at Northrup Grumman. Ten days before launch in 2021, he explained to ""Sunday Morning"" the complexity of the unfolding process: ""They have things that are called single-point failures ??this has to move this way, and there's only one of 'em. And Webb has over 300 of those."" Three hundred things that had to go exactly right.  It took almost seven months for the telescope to unfold, calibrate, and reach its orbit, a million miles from Earth. So now, on the second anniversary of the launch, we asked how it went.  ""It literally went perfect, as close to perfect as one could've even imagined,"" Willoughby said. ""People actually asked after, 'Did you overblow how hard this was?' And the truth was, practicing for everything as if it could go wrong was the best preparation for making it go right."" Because infrared is a form of heat, it had to get cold?攎inus 400 degrees. Even the sun's heat would blind the telescope to the faint infrared signals from space. And so, a large sun shield ??an umbrella, basically ??was deployed to block out any shred of the sun's light from reaching the telescope's lenses. ""There's only one star in the entire universe we'll never see, and it's ours, it's the sun,"" Willoughby said.  Finally, the science could begin. At NASA's Space Telescope Science Institute in Baltimore, Jane Rigby, the Webb's chief scientist, talks to the telescope from the flight control room, drawing the data that has been collected. ""The elevator pitch for the Webb Telescope was to get the baby pictures of the universe,"" Rigby said. ""We have delivered exactly what we promised on that topic. We've gone from basically ignorance about what that first billion years of the universe was like, to having it in crisp high definition."" Another Webb mission: examining distant planets, to see if any of them have atmospheres like ours, maybe to find one human beings could live on. But how can a telescope know what's in a distant planet's atmosphere? Turns out, when a planet passes in front of its star, the elements of its atmosphere?攐xygen, nitrogen, whatever?攂lock specific bands of light. Analyzing how the spectrum of light changes can reveal what the atmosphere of that planet is like. The Webb has already studied the atmospheres of dozens of distant planets. On one, the exoplanet K2-18 b, it found carbon dioxide and methane, which suggests that it has oceans. [It's a mere 120 light-years from Earth.] Rigby said, ""It's such a joy that this telescope is working so well, because it was built really well by the engineers."" But not all the Webb headlines have been triumphant. One, in June 2022, didn't sound good at all: But Scott Willoughby was not worried: ""We designed the mirrors to get hit by micrometeorites ??you know, small particles, say grain of sand or something like that. But when you're truly talking about one small spot in something 22 feet across? The impact of it was really irrelevant. It actually didn't impact science at all."" But there were also some questions about the photos. Was NASA manipulating them? Colorizing them? NASA image experts Joe DePasquale said, ""That question actually comes up a lot: 'Is what Webb sees real?'""  He and Alyssa Pagan can answer questions about colorizing, because they're the ones who do it. ""It's our job to be able to translate that light into something that our eyes can see,"" DePasquale said. As it turns out, there's a lot of light that people can't see, like ultraviolet light, which bees can see; or infrared light, which pit vipers can see. Ultraviolet light travels in very short waves; infrared waves are much longer. And that's what guides the colorizing process. Pagan said, ""We're taking the shortest wavelengths, applying the bluer color; the middle wavelength, that's the green; and then the longest wavelength gets assigned the red. This is what we think is the truest representation of what we could possibly see, if we could see an infrared light."" In just the first year of Webb observations, scientists published more than 600 papers based on its discoveries. And according to Willoughby, the telescope has one more little gift for us this Christmas: ""When we launched, we never had to correct our own rocket engines,"" he said. ""We saved all of that fuel, and effectively on Day One, doubled the launch of the mission from ten years to 20."" So, for at least 20 years, scientists around the world will keep peeling back the mysteries of the universe, and the Webb will keep sending back pictures that amaze and amuse us, from the optical quirk known as the question mark?o the galaxy cluster that NASA calls the ""Christmas Tree,"" and beyond.   For more info:   Story produced by Young Kim. Editor: Karen Brenner. David Pogue is a six-time Emmy winner for his stories on ""CBS Sunday Morning,"" where he's been a correspondent since 2002. He's also a New York Times bestselling author, a five-time TED speaker, and host of 20 NOVA science specials on PBS. For 13 years, he wrote a New York Times tech column every week ??and for 10 years, a Scientific American column every month.",2023-12-28,"The Webb telescope is set to launch in 2021. It will be three stories tall and 70 feet wide, too big to fit into any existing rocket. The telescope will examine distant planets to see if any have atmospheres like ours."
The James Webb Space Telescope's remarkable gifts,https://www.cbsnews.com/video/the-james-webb-space-telescopes-remarkable-gifts/,,2023-12-28,
Scientists discover 5 furry hedgehog species with pointy snouts,https://www.cbsnews.com/news/hedgehogs-new-species-smithsonian/,"They're small, furry and look like mice ??but scientists say they're actually a new species of hedgehogs. An international collaboration of researchers led by Smithsonian scientists identified five new species of soft-furred hedgehogs, according to a study published in the Zoological Journal of the Linnean Society. The scientists said they were able to use DNA analysis, as well as the animals' physical characteristics, to identify two entirely new species and elevate three hedgehog subspecies to the level of species. Distinguished by their furry bodies and pointy snouts, the little hedgehogs, known as lesser gymnures or Hylomys, are native to Southeast Asia. There were previously only two known species of the group ??now there are seven in total. Lead researcher Arlo Hinckley first became intrigued with identifying new hedgehog species during his postdoctoral work, according to a statement released by the Smithsonian. He worked with the museum's curator of animals,Melissa Hawkins, and other collaborators to assemble 232 physical specimens and 85 tissue samples for genetic analysis from across the entire Hylomys group, enabling them to identify these new species. Some of the samples were collected from field research ??which with small mammals can be extremely difficult. ""Imagine trying to follow a 10 cm animal around to watch their behavior,"" Hawkins told CBS News. Hinckley added, ""As most small mammals, they are elusive. They will generally hide in their burrows, under roots or in tall grass if you get close to them."" Researchers used museum specimens from the natural history collections of the Smithsonian and the Academy of Natural Sciences of Drexel University in Philadelphia to fill in the gaps, the Smithsonian said. ""We were only able to identify these new hedgehogs thanks to museum staff that curated these specimens across countless decades and their original field collectors,"" Hinckley said in the statement. ""By applying modern genomic techniques like we did many years after these hedgehogs were first collected, the next generation will be able to identify even more new species."" The next, and most fun part, the researchers said, was naming the new species. ""This is the first time I get to name them and describe them from scratch, so it was very exciting!"" said Hinckley. The two new species names are H. macarong, after a Vietnamese word for vampire, due to the male's long, fang-like incisors, and H. vorax, after a description from of its behavior from mammalogist Frederick Ulmer, according to the news release. Hinckley said they ""had a brainstorming session in which we came up with several silly names for H. vorax.""  The three sub-species that were elevated are called H. dorsalis, H. maxi and H. peguensis. Researchers don't exactly know how many species are yet left to be discovered. ""For mammals, where there are around 6,500 currently described species,"" Hawkins said. Hinckley pointed toa 2018 studythat predicts ""7,342 mammalian species will be recognized by 2050 and 8,590 by 2100."" Identifying new species can help conservationists protect habitats as well as identify the sources of new diseases that could affect humans, the researchers said. Cara Tabachnick is a news editor and journalist at CBSNews.com. Cara began her career on the crime beat at Newsday. She has written for Marie Claire, The Washington Post, and The Wall Street Journal. She reports on justice and human rights issues. Contact her at cara.tabachnick@cbsinteractive.com",2023-12-28,Scientists identify two entirely new species of hedgehog. Researchers don't exactly know how many species are yet left to be discovered. Identifying new species can help conservationists protect habitats.
Idaho murders house being demolished today,https://www.cbsnews.com/news/university-of-idaho-murders-house-demolished/,"The house where four University of Idaho students were murdered last year is being torn down today. A delay in the trial of suspect Bryan Kohberger, originally set for October, had also delayed the demolition of the house on King Road in Moscow, Idaho, which had been given to the school earlier this year. Kohberger, 28, now expected toface trial next summerover the stabbing deaths of Madison Mogen and Kaylee Goncalves, both 21, and Xana Kernodle and her boyfriend Ethan Chapin, both 20. The university had announced that teams from both the prosecution and defense would have access to the six-bedroom house before its demolition, and the FBI had gathered additional information from the house in October. Neither the prosecution nor the defense have opposed demolition. Demolition was set for during the school's winter break, when fewer students would be in the area, according to the school. ""It is the grim reminder of the heinous act that took place there,"" university president Scott Green said in a statement released earlier this month. ""While we appreciate the emotional connection some family members of the victims may have to this house, it is time for its removal and to allow the collective healing of our community to continue."" Kaylee Goncalves' family, which has opposed the demolition, released a statement via their attorney Shanon Gray earlier this month, saying the house has evidentiary and emotional value and should not be demolished.  ""The family has stressed tirelessly to the Prosecution and the University of Idaho the importance (evidentiary and emotionally) that the King Road house carries but nobody seems to care enough,"" the family said in the statement, obtained by local station KREM. It's like screaming into a void. Nobody is listening and everyone tells you how sorry they are for the decision but the families' opinion isn't a priority. Victims' families have a voice and should be heard and listened to!"" The family of Ethan Chapin, who did not live at the house, offered its support for the demolition. ""We're supportive of the decision to take down the King Street House ??for the good of the University, its students (including our own kids), and the community of Moscow,"" family members said in a statement earlier this month. The four students were found stabbed to death in the rental home in November 2022. Two other roommates were unharmed. Kohberger, a graduate student in criminology at nearby Washington State University, was arrested the next month after a search that garnered national interest. He has pleaded not guilty. University spokeswoman Jodi Walker told The Associated Press it would take a few hours to raze the house and a few more to clear the site, depending on the weather. ""That is an area that is dense with students, and many students have to look at it and live with it every day and have expressed to us how much it will help with the healing process to have that house removed,"" she said. Allison Elyse Gualtieri is a senior news editor for CBSNews.com, working on a wide variety of subjects including crime, longer-form features and feel-good news. She previously worked for the Washington Examiner and U.S. News and World Report, among other outlets.",2023-12-28,"The house where four University of Idaho students were murdered last year is being torn down. ""It is the grim reminder of the heinous act that took place there,"" university president says. A delay in the trial of suspect Bryan Kohberger, originally set for October, had also delayed the demolition"
"Missing pregnant Texas teen, boyfriend found dead",https://www.cbsnews.com/video/missing-pregnant-texas-teen-and-boyfriend-found-dead/,,2023-12-28,
Missing pregnant Texas teen believed dead,https://www.cbsnews.com/video/missing-pregnant-teen-boyfriend-believed-found-dead-texas/,,2023-12-28,
"Jodi Hildebrandt, business partner of Ruby Franke, pleads guilty to child abuse",https://www.cbsnews.com/news/jodi-hildebrandt-court-child-abuse-utah-therapist-ruby-franke/,"Jodi Hildebrandt, a therapist and the business partner of YouTube vlogger Ruby Franke, pleaded guilty to four counts of child abuse Wednesday in a Utah court. Hildebrandt was initially charged with six counts of aggravated child abuse for actions towards Franke's children. The charges are second-degree felonies that each carry a penalty of up to 15 years in prison and a fine of up to $10,000. As part of the plea deal, two of the charges were dropped. Hildebrandt pleaded guilty to four charges. The plea deal was signed on Dec. 23, according to documents reviewed by CBS News. This comes nine days after Franke also plead guilty to four counts of aggravated child abuse. As part of herplea agreement, Franke was set to testify against Hildebrandt. Hildebrandt owned a counseling business that she says teaches people to improve their lives, while Franke operated the now-defunct ""8 Passengers"" channel detailing her life with her husband and six children. Franke appeared in several of Hildebrandt's videos, and the two were business partners. In August, one of Franke's children fled Hildebrandt's Utah home, malnourished and injured, and asked another neighbor for food and water. The neighbor called the police.  Police said they found the child emaciated, with duct tape around his wrists and ankles. Court documents revealed that the boy said Hildebrandt had put the restraints on him, then used cayenne pepper and honey to treat the wounds. One of Franke's daughters was also found at Hildebrandt's house. Franke and Hildebrandt were both arrested on Aug. 30. A YouTube video from Hildebrandt's channel featuring Franke was also referenced in court documents, according to KUTV. The video showed Franke in Hildebrandt's home two days before the arrest, which served as evidence that the women were ""present in the home and having knowledge of the abuse, malnourishment, and neglect"" of the children. Franke was also charged with six counts of aggravated child abuse, but two of those charges were dropped as part of her plea deal. She is scheduled to be sentenced on Feb. 20, 2024. Hildebrandt's sentencing date has not been publicly confirmed. Hildebrandt pleaded guilty to four charges of aggravated child abuse, and, like Franke's plea, the agreement includes details of crimes that are described as the ""physical torture"" of two children. The agreement states that Hildebrandt either carried out the torture or allowed it to be inflicted on the children. According to the agreement, two of Franke's children were made to do physical labor like wall sits and outdoor work without shoes in the summer. Both were made to spend several days outside, the agreement said, which resulted in serious sunburns. The children were denied food and water or fed only plain, insufficient foods. Franke's now 12-year-old son tried to escape Hildebrandt's house on one occasion before the escape in August when he made it to a neighbor's house. After the initial escape attempt, which took place in July, he was bound with rope and handcuffs, the agreement states. The wounds from his injuries were treated with ""homeopathic remedies"" and covered in duct tape, according to the plea. During outdoor work, Franke's 9-year-old daughter sustained injuries and burns to her feet while walking barefoot. Hildebrandt also ""either physically forced or coerced"" the daughter to ""jump into a cactus multiple times.""  Both children, the agreement states, were told they were possessed and that the abuse was a result of their disobedience. They were also indoctrinated to believe the abuse was a form of repentance for their actions, according to the agreement. Kerry Breen is a reporter and news editor at CBSNews.com. A graduate of New York University's Arthur L. Carter School of Journalism, she previously worked at NBC News' TODAY Digital. She covers current events, breaking news and issues including substance use.",2023-12-28,"Hildebrandt pleaded guilty to four charges of aggravated child abuse. The agreement includes details of crimes that are described as the ""physical torture"" of two children. Both children, the agreement states, were told they were possessed."
6 exciting space missions set to launch in 2024,https://www.cbsnews.com/news/space-missions-launch-2024-artemis-clipper-viper-moon-mars/,"Ali M. Bramsonis an assistant professor of Earth, atmospheric and planetary sciences atPurdue University. The year 2023 proved to be an important one for space missions, with NASA's OSIRIS-REx mission returning a sample from an asteroid and India's Chandrayaan-3 mission exploring the lunar south pole, and 2024 is shaping up to be another exciting year for space exploration. Several new missions under NASA's Artemis plan and Commercial Lunar Payload Services initiative will target the moon. The latter half of the year will feature several exciting launches, with the launch of the Martian Moons eXploration mission in September, Europa Clipper and Hera in October and Artemis II and VIPER to the Moon in November ??if everything goes as planned. I'm a planetary scientist, and here are six of the space missions I'm most excited to follow in 2024. NASA will launch Europa Clipper, which will explore one of Jupiter's largest moons, Europa. Europa is slightly smaller than Earth's Moon, with a surface made of ice. Beneath its icy shell, Europa likely harbors a saltwater ocean, which scientists expect contains over twice as much water as all the oceans here on Earth combined. With Europa Clipper, scientists want to investigate whether Europa's ocean could be a suitable habitat for extraterrestrial life. The mission plans to do this by flying past Europa nearly 50 times to study the moon's icy shell, its surface's geology and its subsurface ocean. The mission will also look for active geysers spewing out from Europa. This mission will change the game for scientists hoping to understand ocean worlds like Europa.  The launch window ??the period when the mission could launch and achieve its planned route ??opens Oct. 10, 2024, and lasts 21 days. The spacecraft will launch on a SpaceX Falcon Heavy rocket and arrive at the Jupiter system in 2030. The Artemis program, named after Apollo's twin sister in Greek mythology, is NASA's plan to go back to the moon. It will send humans to the moon for the first time since 1972, including the first woman and the first person of color. Artemis also includes plans for a longer-term, sustained presence in space that will prepare NASA for eventually sending people even farther ??to Mars. Artemis II is the first crewed step in this plan, with four astronauts planned to be on board during the 10-day mission. The mission builds upon Artemis I, which sent an uncrewed capsule into orbit around the moon in late 2022. Artemis II will put the astronauts into orbit around the moon before returning them home. It is currently planned for launch as early as November 2024. But there is a chance it will get pushed back to 2025, depending on whether all the necessary gear, such as spacesuits and oxygen equipment, is ready. VIPER, which stands for Volatiles Investigating Polar Exploration Rover, is a robot the size of a golf cart that NASA will use to explore the moon's south pole in late 2024.  Originally scheduled for launch in 2023, NASA pushed the mission back to complete more tests on the lander system, which Astrobotic, a private company, developed as part of the Commercial Lunar Payload Services program. This robotic mission is designed to search for volatiles, which are molecules that easily vaporize, like water and carbon dioxide, at lunar temperatures. These materials could provide resources for future human exploration on the moon. The VIPER robot will rely on batteries, heat pipes and radiators throughout its 100-day mission, as it navigates everything from the extreme heat of lunar daylight ??when temperatures can reach 224 degrees Fahrenheit (107 degrees Celsius) ??to the moon's frigid shadowed regions that can reach a mind-boggling -400 F (-240 C). VIPER's launch and delivery to the lunar surface is scheduled for November 2024. NASA has recently invested in a class of small, low-cost planetary missions called SIMPLEx, which stands for Small, Innovative Missions for PLanetary Exploration. These missions save costs by tagging along on other launches as what is called a rideshare, or secondary payload.  One example is the Lunar Trailblazer. Like VIPER, Lunar Trailblazer will look for water on the moon.  But while VIPER will land on the Moon's surface, studying a specific area near the south pole in detail, Lunar Trailblazer will orbit the moon, measuring the temperature of the surface and mapping out the locations of water molecules across the globe.  Currently, Lunar Trailblazer is on track to be ready by early 2024. However, because it is a secondary payload, Lunar Trailblazer's launch timing depends on the primary payload's launch readiness. The PRIME-1 mission, scheduled for a mid-2024 launch, is Lunar Trailblazer's ride. PRIME-1 will drill into the moon ??it's a test run for the kind of drill that VIPER will use. But its launch date will likely depend on whether earlier launches go on time.  An earlier Commercial Lunar Payload Services mission with the same landing partner was pushed back to February 2024 at the earliest, and further delays could push back PRIME-1 and Lunar Trailblazer. While Earth's moon has many visitors ??big and small, robotic and crewed ??planned for 2024, Mars' moons Phobos and Deimos will soon be getting a visitor as well. The Japanese Aerospace Exploration Agency, or JAXA, has a robotic mission in development called the Martian Moon eXploration, or MMX, planned for launch around September 2024.  The mission's main science objective is to determine the origin of Mars' moons. Scientists aren't sure whether Phobos and Deimos are former asteroids that Mars captured into orbit with its gravity or if they formed out of debris that was already in orbit around Mars. The spacecraft will spend three years around Mars conducting science operations to observe Phobos and Deimos. MMX will also land on Phobos' surface and collect a sample before returning to Earth.  Hera is a mission by the European Space Agency to return to the Didymos-Dimorphos asteroid system that NASA's DART mission visited in 2022. But DART didn't just visit these asteroids, it collided with one of them to test a planetary defense technique called ""kinetic impact."" DART hit Dimorphos with such force that it actually changed its orbit. The kinetic impact technique smashes something into an object in order to alter its path. This could prove useful if humanity ever finds a potentially hazardous object on a collision course with Earth and needs to redirect it. Hera will launch in October 2024, making its way in late 2026 to Didymos and Dimorphos, where it will study physical properties of the asteroids. This article is republished from The Conversation under a Creative Commons license.",2023-12-28,"The year 2023 proved to be an important one for space missions, with NASA's OSIRIS-REx mission returning a sample from an asteroid. The latter half of the year will feature several exciting launches, with the launch of the Martian Moons eXploration mission in September"
"When and where to see tonight's Cold Moon, last full moon of 2023",https://www.cbsnews.com/news/when-and-where-to-see-the-cold-moon-the-longest-and-last-full-moon-of-2023/,"The longest ??and last ??full moon of the year appeared on Monday night and will peak on Tuesday. December's full moon, also known as the Cold Moon and Long Night Moon, will reach peak illumination at 7:33 p.m. ET on Tuesday, according to NASA. It will look like a full moon until Thursday morning. The Old Farmer's Almanac details specific moonrise times for different ZIP codes across the United States. To view the full moon, it's not rocket science: NASA recommends going outside and looking upat the sky. Using a telescope or binocularswill magnify the moon and clarify details on its surface. Local forecasts have detailed information on how clear the night sky will be in different locations where people are keeping an eye out for the moon. December's full moon gets its Cold Moon moniker from Mohawk traditions, according to the Farmer's Almanac. The name is based on the frigid conditions of the time of year. The full moon is also called the Long Night Moon because December's full moon occurs near the winter solstice, which has the longest night of the year. This year's solstice was on Dec. 21. ""The full moon takes a high trajectory across the sky because it is opposite to the low sun, so the moon will be above the horizon longer than at other times of the year,"" according to NASA. Other names for December's full moon include Drift Clearing Moon, Frost Exploding Trees Moon, Moon of the Popping Trees, Hoar Frost Moon, Snow Moon, Winter Maker Moon, Moon When the Deer Shed Their Antlers and Little Spirit Moon, according to the Farmer's Almanac. Ancient pagans in Europe called the December full Moon the Moon Before Yule. ""No matter the name, we're a big fan,"" NASA said Tuesday on one of its social media accounts. Next month's full moon is dubbed the Wolf Moon. It will peak on Jan. 25. December's full moon does fall on Christmas sometimes, but it's a rare occasion. The last full moon to peak on Christmas was in 2015. Before that, there hadn't been one since 1977. Astronomers say the next Christmas full moon won't be until 2034. Aliza Chasan is a digital producer at 60 Minutes and CBSNews.com. She has previously written for outlets including PIX11 News, The New York Daily News, Inside Edition and DNAinfo. Aliza covers trending news, often focusing on crime and politics.",2023-12-28,"December's full moon, also known as the Cold Moon and Long Night Moon, will reach peak illumination at 7:33 p.m. It will look like a full moon until Thursday morning. The full moon occurs near the winter solstice, which has the longest night of the year"
"When and where to see the Ursids, last meteor shower to peak in 2023",https://www.cbsnews.com/news/ursids-meteor-shower-peak-2023-nasa/,"The Ursids meteor shower is set to peak Thursday night into Friday morning, according to the American Meteor Society. The cosmic show, which will be the last meteor shower to peak in 2023, radiates from the constellation Ursa Minor, also known as the Little Dipper, according to NASA. The space agency has described the Ursids as ""a meteor shower for diehards only, especially with chilly winter temperatures for observers in much of the Northern Hemisphere!!"" Here's what you should know about the Ursids meteor shower, including its causes: The Ursids are visible across the night sky. Meteor showers are best viewed at night and in the pre-dawn hours. NASA advises viewing meteor showers in areas that are well away from city and street lights. Astronomy fans should lie flat on their backs with their feet facing south and look up. It takes about 30 minutes for your eyes to adjust to the dark so that you can see the meteors. Viewers should make sure to bundle up and keep warm while watching for the Ursids. Meteors are space rocks that enter Earth's atmosphere, according to NASA. They heat up as they fall toward Earth and appear as shooting stars. The streaks of light we see come from glowing, hot air as meteors speed through Earth's atmosphere. While meteors streak through the sky every night, there are several meteor showers each year. During meteor showers, many meteors hit Earth's atmosphere in a short period of time. Most of the meteors burn up in space. The few that survive the trip through Earth's atmosphere and reach the ground are considered meteorites. NASA said astronomy fans should not expect to find meteorites after a meteor shower. Most meteors appear to be colorless or white, Bill Cooke, head of the Meteoroid Environment Office at NASA's Marshall Space Flight Center in Huntsville, Alabama, said in a NASA blog post. The next meteor shower, the Quadrantids, is set to peak in early January. The Quadrantids are active from Dec. 26, 2023, to Jan. 16, 2024. After the Ursids and the Quadrantids, another meteor shower won't happen for months. Aliza Chasan is a digital producer at 60 Minutes and CBSNews.com. She has previously written for outlets including PIX11 News, The New York Daily News, Inside Edition and DNAinfo. Aliza covers trending news, often focusing on crime and politics.",2023-12-28,"The Ursids meteor shower is set to peak Thursday night into Friday morning. During meteor showers, many meteors hit Earth's atmosphere in a short period of time. NASA describes the Ursids as ""a meteor shower for diehards only"""
"""Christmas tree cluster"" found glowing green in space",https://www.cbsnews.com/news/nasa-discovers-cosmic-christmas-tree-cluster-glowing-in-space/,"Your living room isn't the only place housing a large green Christmas tree with sparkling lights this year. NASA has found a spot in space with its own glowing cosmic tree for the holiday season. The object in question is named NGC 2264, otherwise known as the ""Christmas Tree Cluster,"" and is a formation of young stars ??some of which are larger than the sun ??between the ages of 1 and 5 million years old. NASA says the cluster lies in the Milky Way, roughly 2,500 light-years from Earth. ""It's beginning to look a like cosmos,"" NASA joked in a tweet about the cluster. It's beginning to look a lot like cosmos. ?幎Our @ChandraXray Observatory recently spotted the blue-and-white lights that decorate the ""Christmas Tree Cluster,"" a swarm of stars and gas some 2,500 light-years from Earth: https://t.co/VT2WaLgp77 pic.twitter.com/HrnrmxRyd7 A composite image of the star cluster makes NGC 2264 look like a Christmas tree, NASA said, with a bright green glow and what looks like blue and white sparkling lights. But rather than being pine needles and string lights, the green glow is actually gas, while the blue and white sparkles are young stars emitting X-rays. The blue and white dots aren't blinking in sync as depicted in the composite, NASA said, and were coordinated as such ""to emphasize the locations of the stars...and highlight the similarity of this object to a Christmas tree."" NASA announced the new image just weeks after the James Webb Space Telescope and Hubble Space Telescope revealed their own holiday discovery ??a ""Christmas Tree Galaxy Cluster"" roughly 4.3 billion light-years from Earth that's one of the most detailed views of the universe ever depicted. ""We're calling MACS0416 the Christmas Tree Galaxy Cluster, both because it's so colorful and because of these flickering lights we find within it,"" said astronomer Haojing Yan, one of the study authors. ""We can see transients everywhere."" The cluster image is among ""unprecedented"" deep views of the universe, and includes a visual of an ancient star nicknamed ""Mothra"" that is believed to have existed 11 billion years ago ??long before the sun in our solar system formed. Li Cohen is a social media producer and trending content writer for CBS News.",2023-12-28,"""Christmas Tree Cluster"" is a formation of young stars 2,500 light-years from Earth. A composite image of the star cluster makes NGC 2264 look like a Christmas tree, NASA said."
The mysterious disappearance of Mary Day,https://www.cbsnews.com/pictures/mary-day-missing-teen-photos/,"In 1981, 13-year-old Mary Day disappeared from her Seaside, Calif., home, with no sign of her anywhere. It would be 22 years before she reappeared, bringing along more questions than answers. Mary Louise Day was born on February 19, 1968, to Charlotte Pressler and Charles Day in Little Falls, New York. ",2023-12-28,"Mary Louise Day was born on February 19, 1968, to Charlotte Pressler and Charles Day in Little Falls, New York. In 1981, 13-year-old Mary Day disappeared from her Seaside, Calif., home."
Matthew Trussler murder: Inside the case,https://www.cbsnews.com/pictures/matthew-trussler-murder/,"On Oct. 18, 2019, Melissa Turner frantically called 911 saying she found her fianc茅, Matthew Trussler, laying in a pool of blood on the patio of their suburban Tampa, Florida, home. ""We had a lot of drinks last night and we went to bed drunk,"" Turner told the 911 operator. ""??woke up this morning and he was bloody and outside this morning.""",2023-12-28,"Melissa Turner frantically called 911 saying she found her fianc茅, Matthew Trussler, laying in a pool of blood on the patio of their suburban Tampa, Florida, home. ""We had a lot of drinks last night and we went to bed drunk,"" Turner told the 911 operator"
